period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-07-01,2025-07-31,44596.670,0.000,0.000,484.830,45081.500,5873.110,80000.000,-41195.000,403.390,45081.500,221.590,1403.640
