period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-04-01,2025-04-30,38714.820,30000.000,-25195.000,-463.980,43055.840,5873.110,80000.000,-41195.000,-1622.270,43055.840,208.690,707.190
