period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-09-01,2025-09-30,45965.780,80000.000,-40000.000,566.020,86531.800,5873.110,160000.000,-81195.000,1853.690,86531.800,259.240,1903.870
