period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-11-01,2025-11-30,99959.020,0.000,-4925.400,1016.450,96050.070,5873.110,177783.300,-90620.400,3014.060,96050.070,284.080,2545.130
