period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-05-01,2025-05-31,43055.840,0.000,0.000,576.460,43632.300,5873.110,80000.000,-41195.000,-1045.810,43632.300,239.840,947.030
