period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-12-01,2025-12-31,96050.070,0.000,-3197.820,591.830,93444.080,5873.110,177783.300,-93818.220,3605.890,93444.080,501.100,3046.230
