period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-03-01,2025-03-31,40071.130,0.000,0.000,-1356.310,38714.820,5873.110,50000.000,-16000.000,-1158.290,38714.820,282.030,498.500
