period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-06-01,2025-06-30,43632.300,0.000,0.000,964.370,44596.670,5873.110,80000.000,-41195.000,-81.440,44596.670,235.020,1182.050
