period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-08-01,2025-08-31,45081.500,0.000,0.000,884.280,45965.780,5873.110,80000.000,-41195.000,1287.670,45965.780,240.990,1644.630
