period_start,period_end,beginning_value_period,additions_period,subtractions_period,change_investment_value_period,ending_value_period,beginning_value_ytd,additions_ytd,subtractions_ytd,change_investment_value_ytd,ending_value_ytd,income_period,income_ytd
2025-02-01,2025-02-28,6119.670,50000.000,-16000.000,-48.540,40071.130,5873.110,50000.000,-16000.000,198.020,40071.130,139.310,216.470
